Query sequence,Most common phylum-level assignment,Phylum-level assignment,Most common order-level assignment,Order-level assignment,Taxon assignment,otu,otu_references,strain_name,Phylum,Order,Genusspecies,AFTOL-ID,Strain_voucher,x18S,x28S,RPB1,RPB2,EF1A,nucITS,PreviousName
EUSF00619,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU276,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF00620,Ascomycota,Ascomycota,Pezizales,Pezizales,50_Sarcoscypha_coccinea,OTU57,OTU56,50_Sarcoscypha_coccinea,Ascomycota,Pezizales, Sarcoscypha coccinea ,50, OSC 100003, AY544691, AY544647, --, DQ497612, --, DQ491486,
EUSF00622,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU170,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF00623,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU383,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF00624,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU275,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF00625,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU169,"OTU142,OTU150,OTU147,OTU164,OTU160,OTU168,OTU161,OTU159,OTU156,OTU153,OTU154,OTU269,OTU267,OTU266,OTU279,OTU360,OTU361,OTU359,OTU151,OTU165,OTU155,OTU163,OTU152,OTU149,OTU416,OTU412,OTU394,OTU393,OTU237,OTU242,OTU258,OTU268,OTU536,OTU996,OTU235,OTU286,OTU400,OTU366,OTU256,OTU247,OTU104,OTU241,OTU964,OTU965,OTU167,OTU233,OTU245,OTU337,OTU243,OTU146,OTU166,OTU257,OTU322,OTU99,OTU221,OTU259,OTU222,OTU103,OTU102,OTU263,OTU240,OTU113,OTU148,OTU362,OTU364,OTU443,OTU971,OTU995,OTU432,OTU365,OTU442,OTU433,OTU201",63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00626,Ascomycota,Ascomycota,Sordariomycetes incertae sedis,Sordariomycetes incertae sedis,1081_Magnaporthe_grisea,OTU587,,1081_Magnaporthe_grisea,Ascomycota,Sordariomycetes incertae sedis, Magnaporthe grisea ,1081, GenBank, AB026819, AB026819, XM_362207 , XM_362269 , AY849694, AB026819,
EUSF00627,Ascomycota,Ascomycota,Pezizales,Pezizales,"71_Peziza_proteana_f_sparassoides,507_Peziza_vesiculosa",OTU77,"OTU75,OTU83,OTU82,OTU72,OTU70,OTU76,OTU74,OTU79,OTU86,OTU87",71_Peziza_proteana_f_sparassoides,Ascomycota,Pezizales, Peziza proteana f. sparassoides ,71, OSC 100024, AY544703, AY544659, DQ518184, --, --, DQ491497,
EUSF00628,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU274,"OTU271,OTU254,OTU272,OTU278,OTU483,OTU452,OTU470,OTU469,OTU358,OTU367,OTU355,OTU398,OTU392,OTU512,OTU382,OTU333,OTU248,OTU317,OTU435",1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF00629,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU425,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF00630,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU168,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00631,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU273,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF00632,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU105,,935_Diaporthe_eres,Ascomycota,Diaporthales, Diaporthe eres ,935, CBS 109767, DQ471015, AF408350, --, DQ470919, DQ479931, DQ491514,
EUSF00633,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU447,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF00634,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU27,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00635,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU536,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00636,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU12,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00637,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU198,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF00638,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU382,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF00639,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU167,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00640,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU11,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00641,Ascomycota,Ascomycota,Sordariomycetes incertae sedis,Sordariomycetes incertae sedis,1081_Magnaporthe_grisea,OTU548,"OTU601,OTU627,OTU638,OTU532",1081_Magnaporthe_grisea,Ascomycota,Sordariomycetes incertae sedis, Magnaporthe grisea ,1081, GenBank, AB026819, AB026819, XM_362207 , XM_362269 , AY849694, AB026819,
EUSF00642,Ascomycota,Ascomycota,Pezizales,Pezizales,"71_Peziza_proteana_f_sparassoides,507_Peziza_vesiculosa",OTU79,,71_Peziza_proteana_f_sparassoides,Ascomycota,Pezizales, Peziza proteana f. sparassoides ,71, OSC 100024, AY544703, AY544659, DQ518184, --, --, DQ491497,
EUSF00643,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU166,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00644,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU165,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00645,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU197,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF00646,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU164,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00647,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU344,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF00648,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU26,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00649,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU234,"OTU216,OTU316,OTU315,OTU357,OTU353,OTU551,OTU427,OTU106,OTU219,OTU312",63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00650,Ascomycota,Ascomycota,Pezizales,Pezizales,"71_Peziza_proteana_f_sparassoides,507_Peziza_vesiculosa",OTU84,,71_Peziza_proteana_f_sparassoides,Ascomycota,Pezizales, Peziza proteana f. sparassoides ,71, OSC 100024, AY544703, AY544659, DQ518184, --, --, DQ491497,
EUSF00651,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU38,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00652,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU163,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00653,Ascomycota,Ascomycota,Pezizales,Pezizales,"71_Peziza_proteana_f_sparassoides,507_Peziza_vesiculosa",OTU64,,71_Peziza_proteana_f_sparassoides,Ascomycota,Pezizales, Peziza proteana f. sparassoides ,71, OSC 100024, AY544703, AY544659, DQ518184, --, --, DQ491497,
EUSF00654,Ascomycota,Ascomycota,Sordariomycetes incertae sedis,Sordariomycetes incertae sedis,1081_Magnaporthe_grisea,OTU482,,1081_Magnaporthe_grisea,Ascomycota,Sordariomycetes incertae sedis, Magnaporthe grisea ,1081, GenBank, AB026819, AB026819, XM_362207 , XM_362269 , AY849694, AB026819,
EUSF00655,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU713,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00656,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU247,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00657,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU547,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF00659,Ascomycota,Ascomycota,Sordariomycetes incertae sedis,Sordariomycetes incertae sedis,1081_Magnaporthe_grisea,OTU601,,1081_Magnaporthe_grisea,Ascomycota,Sordariomycetes incertae sedis, Magnaporthe grisea ,1081, GenBank, AB026819, AB026819, XM_362207 , XM_362269 , AY849694, AB026819,
EUSF00660,Ascomycota,Ascomycota,Sordariomycetes incertae sedis,Sordariomycetes incertae sedis,1081_Magnaporthe_grisea,OTU535,,1081_Magnaporthe_grisea,Ascomycota,Sordariomycetes incertae sedis, Magnaporthe grisea ,1081, GenBank, AB026819, AB026819, XM_362207 , XM_362269 , AY849694, AB026819,
EUSF00661,Ascomycota,Ascomycota,Pezizales,Pezizales,"71_Peziza_proteana_f_sparassoides,507_Peziza_vesiculosa",OTU63,,71_Peziza_proteana_f_sparassoides,Ascomycota,Pezizales, Peziza proteana f. sparassoides ,71, OSC 100024, AY544703, AY544659, DQ518184, --, --, DQ491497,
EUSF00662,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU196,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF00663,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU10,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00664,Ascomycota,Ascomycota,Pezizales,Pezizales,50_Sarcoscypha_coccinea,OTU56,,50_Sarcoscypha_coccinea,Ascomycota,Pezizales, Sarcoscypha coccinea ,50, OSC 100003, AY544691, AY544647, --, DQ497612, --, DQ491486,
EUSF00665,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU25,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00666,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU711,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00667,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU32,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00668,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU195,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF00669,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU272,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF00670,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU138,,935_Diaporthe_eres,Ascomycota,Diaporthales, Diaporthe eres ,935, CBS 109767, DQ471015, AF408350, --, DQ470919, DQ479931, DQ491514,
EUSF00671,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU913,,49_Lachnum_virgineum,Ascomycota,Helotiales, Lachnum virgineum ,49, OSC 100002, AY544688, AY544646, --, DQ470877, DQ497602, DQ491485,
EUSF00672,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU409,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF00673,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU381,,935_Diaporthe_eres,Ascomycota,Diaporthales, Diaporthe eres ,935, CBS 109767, DQ471015, AF408350, --, DQ470919, DQ479931, DQ491514,
EUSF00674,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU162,,935_Diaporthe_eres,Ascomycota,Diaporthales, Diaporthe eres ,935, CBS 109767, DQ471015, AF408350, --, DQ470919, DQ479931, DQ491514,
EUSF00675,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU194,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF00676,Ascomycota,Ascomycota,Sordariales,Sordariales,217_Chaetomium_globosum,OTU115,,217_Chaetomium_globosum,Ascomycota,Sordariales, Chaetomium globosum ,217, GenBank, AY545725, AY545729, AAFU01000188 REGION: 73498 ..76125, AAFU01001128 REGION: 238 .. 2979 , DQ518176, DQ518179,
EUSF00677,Ascomycota,Ascomycota,Eurotiales,Eurotiales,1079_Aspergillus_fumigatus,OTU435,,1079_Aspergillus_fumigatus,Ascomycota,Eurotiales, Aspergillus fumigatus ,1079, GenBank, AB008401, AY660917, XM_747744 , XM_741647 , XM_745295 , AY373851,
EUSF00678,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU137,,935_Diaporthe_eres,Ascomycota,Diaporthales, Diaporthe eres ,935, CBS 109767, DQ471015, AF408350, --, DQ470919, DQ479931, DQ491514,
EUSF00679,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU408,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF00680,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU193,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF00681,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU192,,935_Diaporthe_eres,Ascomycota,Diaporthales, Diaporthe eres ,935, CBS 109767, DQ471015, AF408350, --, DQ470919, DQ479931, DQ491514,
EUSF00682,Ascomycota,Ascomycota,Sordariales,Sordariales,"1078_Neurospora_crassa,216_Sordaria_fimicola,217_Chaetomium_globosum,1085_Podospora_anserina",OTU700,1082_Fusarium_graminearum,1078_Neurospora_crassa,Ascomycota,Sordariales, Neurospora crassa ,1078, GenBank, X04971, AF286411, XM_959004 , XM_952013 , XM_959775 , AF388914,
EUSF00683,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU161,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00684,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU136,,935_Diaporthe_eres,Ascomycota,Diaporthales, Diaporthe eres ,935, CBS 109767, DQ471015, AF408350, --, DQ470919, DQ479931, DQ491514,
EUSF00686,Ascomycota,Ascomycota,Pezizales,Pezizales,"71_Peziza_proteana_f_sparassoides,507_Peziza_vesiculosa",OTU76,,71_Peziza_proteana_f_sparassoides,Ascomycota,Pezizales, Peziza proteana f. sparassoides ,71, OSC 100024, AY544703, AY544659, DQ518184, --, --, DQ491497,
EUSF00687,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU212,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF00688,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU135,,935_Diaporthe_eres,Ascomycota,Diaporthales, Diaporthe eres ,935, CBS 109767, DQ471015, AF408350, --, DQ470919, DQ479931, DQ491514,
EUSF00689,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU211,,935_Diaporthe_eres,Ascomycota,Diaporthales, Diaporthe eres ,935, CBS 109767, DQ471015, AF408350, --, DQ470919, DQ479931, DQ491514,
EUSF00690,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU233,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00691,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU968,,49_Lachnum_virgineum,Ascomycota,Helotiales, Lachnum virgineum ,49, OSC 100002, AY544688, AY544646, --, DQ470877, DQ497602, DQ491485,
EUSF00692,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU134,,935_Diaporthe_eres,Ascomycota,Diaporthales, Diaporthe eres ,935, CBS 109767, DQ471015, AF408350, --, DQ470919, DQ479931, DQ491514,
EUSF00693,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU133,,935_Diaporthe_eres,Ascomycota,Diaporthales, Diaporthe eres ,935, CBS 109767, DQ471015, AF408350, --, DQ470919, DQ479931, DQ491514,
EUSF00694,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU912,,49_Lachnum_virgineum,Ascomycota,Helotiales, Lachnum virgineum ,49, OSC 100002, AY544688, AY544646, --, DQ470877, DQ497602, DQ491485,
EUSF00695,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU307,,935_Diaporthe_eres,Ascomycota,Diaporthales, Diaporthe eres ,935, CBS 109767, DQ471015, AF408350, --, DQ470919, DQ479931, DQ491514,
EUSF00696,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU407,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF00697,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU160,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00698,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU114,,935_Diaporthe_eres,Ascomycota,Diaporthales, Diaporthe eres ,935, CBS 109767, DQ471015, AF408350, --, DQ470919, DQ479931, DQ491514,
EUSF00700,Ascomycota,Ascomycota,Diaporthales,Diaporthales,935_Diaporthe_eres,OTU132,,935_Diaporthe_eres,Ascomycota,Diaporthales, Diaporthe eres ,935, CBS 109767, DQ471015, AF408350, --, DQ470919, DQ479931, DQ491514,
EUSF00701,Ascomycota,Ascomycota,Helotiales,Helotiales,49_Lachnum_virgineum,OTU911,,49_Lachnum_virgineum,Ascomycota,Helotiales, Lachnum virgineum ,49, OSC 100002, AY544688, AY544646, --, DQ470877, DQ497602, DQ491485,
EUSF00702,Ascomycota,Ascomycota,Xylariales,Xylariales,63_Xylaria_acuta,OTU232,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00703,Ascomycota,Ascomycota,Capnodiales,Capnodiales,939_Capnodium_coffeae,OTU666,OTU707,939_Capnodium_coffeae,Ascomycota,Capnodiales, Capnodium coffeae ,939, CBS 147.52, DQ247808, DQ247800, DQ471162, DQ247788, DQ471089, DQ491515,
EUSF00704,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU406,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF00705,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU546,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF00706,Ascomycota,Ascomycota,Xylariales,Xylariales,"63_Xylaria_acuta,51_Xylaria_hypoxylon",OTU159,,63_Xylaria_acuta,Ascomycota,Xylariales, Xylaria acuta ,63, ATCC 56487, AY544719, AY544676, DQ471118, DQ247797, DQ471048, DQ491493,
EUSF00707,Ascomycota,Ascomycota,Helotiales,Helotiales,59_Botrytis_cinerea,OTU699,,59_Botrytis_cinerea,Ascomycota,Helotiales, Botrytis_cinerea,59, OSC 100012, AY544695, AY544651, DQ471116, DQ247786, DQ471045, DQ491491,Botryotinia fuckeliana
EUSF00708,Ascomycota,Ascomycota,Xylariales,Xylariales,51_Xylaria_hypoxylon,OTU158,,51_Xylaria_hypoxylon,Ascomycota,Xylariales, Xylaria hypoxylon ,51, OSC 100004, AY544692, AY544648, DQ471114, DQ470878, DQ471042, DQ491487,
EUSF00709,Ascomycota,Ascomycota,Acarosporales,Acarosporales,1007_Acarospora_laqueata,OTU405,,1007_Acarospora_laqueata,Ascomycota,Acarosporales,Acarospora laqueata ,1007, VR 6-VII-98/14 , AY640984, AY640943, DQ782860, AY641024, --, DQ842014,
EUSF00710,Ascomycota,Ascomycota,Capnodiales,Capnodiales,939_Capnodium_coffeae,OTU707,,939_Capnodium_coffeae,Ascomycota,Capnodiales, Capnodium coffeae ,939, CBS 147.52, DQ247808, DQ247800, DQ471162, DQ247788, DQ471089, DQ491515,
